,UNNAMED: 0,URL,REVIEW_TITLE,RATINGS,REVIEW,VERIFIED,DATE_X,USER_NAME,USER_ID,MAX_REVIEWS_DAY,BY_LINK,HELPFUL_VOTES,PRODUCT,PRODUCT_LINK,REVIEW_SENTIMENT,TOTAL_REVIEWS,AVERAGE_RATING,RATING_DEVIATION,REVIEW_LENGTH,TITLE_LENGTH,TOTAL_USER_REVIEWS,DATETIME,REVIEW_DATE_DIFF
4032,4032,https://www.amazon.co.uk/gp/review/R3P9N0L7NHUEH8/ref=pdp_new_read_full_review_link?ie=UTF8,"Dogs love this, good enough to be used as a training treat. Quality duck and trout based kibble.",5,"For dogs with itchy skin and digestive problems, a quality grain-free kibble is often the answer to their issues. This Barking Heads grain-free kibble contains no wheat and is predominately duck and trout-based, with vegetable additions.
 This went down really well with our two Springers, who had it mixed in with their normal working dog kibble. The 2kg bag won't last long enough to enable a total switch, but it's been really well tolerated.
The cartoon-style packaging also makes a cute statement, and the fold-over bag helps keep the product fresh.
It went down fast, and didn't cause any issues exiting.
The meat based pellets also work as training treats for our two, they are of such high quality. Pieces are a sensible size, suitable for all but the smallest mini breeds of adult dogs. Empty bowls tell their own story.",0,2017-09-24,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Barking Heads Dog Food Quackers Grain Free Duck 2kg,https://www.amazon.co.uk/Barking-Heads-Food-Quackers-Grain/dp/B00E3CLUZU/ref=cm_cr_srp_d_product_top?ie=UTF8,0.13152,1.0,5.0,0.0,829,96,80,2017-09-24,74
4033,4033,https://www.amazon.co.uk/gp/review/R3MEVVSIVPHUQ9/ref=pdp_new_read_full_review_link?ie=UTF8,"Eyecatching packaging, great mascara inside, good brush, easy to apply. Didn't flake, blob or give panda eyes. Recommended.",5,"Great! A straightforward brush, a lovely true deep black, a stylish item that's easy to find in the make up bag, thanks to the eye-catching colour. There's nothing to dislike about this mascara from L'Oreal.
Nothing gimmicky about this, it goes on easily and stays on, doesn't flake or leave you looking like a panda inside five minutes.
The brush isn't oversized, but picks up lashes and applies well. It dries quickly, no blobs, smudges, or bits dropping off and ruining your look.
If there is a con, it's that there's not a huge amount of product for your money, but that's not worth deducting a star for.
It removed easily using a standard cotton wool pad and oil-based eye make-up remover.
Fingers crossed that this won't dry out quickly, as it's going to be a favourite.",0,2017-09-24,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"L'Oreal Paris Paradise Mascara, Black",https://www.amazon.co.uk/LOreal-Paris-Paradise-Mascara-Black/dp/B073QRTKV6/ref=cm_cr_srp_d_product_top?ie=UTF8,0.200463,1.0,5.0,0.0,776,123,80,2017-09-24,74
4034,4034,https://www.amazon.co.uk/gp/review/R30F3KFE3JUR8S/ref=pdp_new_read_full_review_link?ie=UTF8,"Unusual, classy shower curtain, easy to fit, survived a wash in the machine on a 'delicates' setting. No rings supplied.",5,"This is an unusually designed shower curtain, best used with a vinyl shower liner such as AmazonBasics Clear PVC Shower Liner 180 x 180 cm. I have a black and white themed bathroom that is well-lit and not too gloomy, but I liked the extra light that this gave compared to my usual black fabric shower curtain.
For the purposes of the review, I held my breath and put it through the wash on a quick setting for delicate fabrics- basically a hand wash- after a week's use, Rather than use a detergent, I used 'Stardrops' - Stardrops Original All round cleaner 750 milliliter I did wonder how the PVC panel would stand up to my machine. The answer was, surprisingly well. There was no sign of deterioration from being spun in the machine.
 I never bother line drying my shower curtains, I usually refit them whilst still damp and open out the curtain fully so that it dries in place. This does away with having to dry the curtain indoors in wet weather.
Fitted, this is fractionally longer than my standard 180x180 shower curtain liner, and with the weight of the liner holding it down, it seems to stay in place well.
The clear window does give it an extra touch of style. If you already have shower curtain rings, don't discard them before buying this, they aren't supplied. I used the existing rings which were supplied with my Amazon Basics Shower Liner, and all was well. (If your existing white plastic rings look a bit grubby, I've found that a. magic sponge and plain water cleans them quite effectively)",0,2017-09-24,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"InterDesign Fabric Shower Curtain with Window for Bathroom, Charcoal/Clear, 183 x 183 cm",https://www.amazon.co.uk/InterDesign-Fabric-Curtain-Bathroom-Charcoal/dp/B06WLP7XPJ/ref=cm_cr_srp_d_product_top?ie=UTF8,0.108518,1.0,5.0,0.0,1510,120,80,2017-09-24,74
4035,4035,https://www.amazon.co.uk/gp/review/R1GCXJ8NW2KDHQ/ref=pdp_new_read_full_review_link?ie=UTF8,"An introduction to the subject. Of some value, but not if you have existing knowledge, unless a concise summary is needed.",4,"3.5 stars for this, rounded up to four, but it could easily have been rounded down.
I've really procrastinated over reviewing this book. On the one hand, it's packed full of good advice on being in touch with your emotions, but on the other, it's also full of generally sweeping statements which the majority of people who would pick up this sort of book in the first place would know already.
The real problem with texts like this is that those who could benefit most from them never read them, or glance through them, and dismiss the content. The Pocketbook is a concise guide and introduction to being more self-aware, and its handy format may appeal to some,
After mulling it over at length, I've decided that yes, there probably is a place for this in the market. It's a clear introduction to the subject, some may benefit from it, but the majority of those attracted by the title will know this already.",0,2017-09-23,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Emotional Intelligence Pocketbook: Little Exercises for an Intuitive Life,https://www.amazon.co.uk/Emotional-Intelligence-Pocketbook-Exercises-Intuitive/dp/0857087304/ref=cm_cr_srp_d_product_top?ie=UTF8,0.242882,1.0,4.0,0.0,909,122,80,2017-09-23,74
4036,4036,https://www.amazon.co.uk/gp/review/R3GD5MZ941D4K4/ref=pdp_new_read_full_review_link?ie=UTF8,"Very well presented set. Super-efficient little epilator, ideal for de-fuzzing the upper lip. Slightly overpriced?",5,"4.5 stars for this, rounded up to five.
This is a really efficient little device, I've used an earlier version of this product in the past, and was delighted to be offered it to review. One small problem was that I'd just epilated my upper lip with a standard epilator, and had to wait a few weeks before being able to fully test this.
I'm delighted to say that the efficiency hasn't changed.
The little epilation head grips the finest of hairs as it spins, and briskly tugs it out by the roots. There's a sharp prickling sensation, which quickly passes. I do find the sensation more painful than tweezering, and about as painful as threading. It's more than bearable, but you are still glad when it's over.
I used my epilator in the bathroom with sunlight coming in through the window and was fascinated to observe a small cloud of fine golden hairs rise in the air as the hair was plucked out. It certainly reassured me that the epilator was working well Afterwards my lip felt totally smooth and there was no redness visible. This is ideal for use if you don't wear make up to conceal any skin redness or blemishes.
I prefer quite gentle methods of facial cleansing, so have only been using the brush twice a week, but I'm pleased with the results I've got with this. The brush whisks away dead cells and leaves my face glowing gently. For my mature skin, twice a week is ideal.
 The replacement heads are expensive, though. It's worth taking the best care of the one supplied.
I do appreciate the storage pouch that came with this as a way of keeping everything together, though the current RRP does seem high compared with my previous, pouchless battery operated epilator. You pay a lot for the little mirror and bag.",0,2017-09-23,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Braun FaceSpa 851V 3-in-1 Facial Epilator For Hair Removal And Cleansing Brush, System",https://www.amazon.co.uk/Braun-FaceSpa-Epilator-Removal-Cleansing/dp/B06W54T9DH/ref=cm_cr_srp_d_product_top?ie=UTF8,0.140503,1.0,5.0,0.0,1722,114,80,2017-09-23,74
4037,4037,https://www.amazon.co.uk/gp/review/R34HJUBUDUNNVW/ref=pdp_new_read_full_review_link?ie=UTF8,"Travel-friendly alternative to fridge-based products. Seemed to work just as well as these, plus extra B6 and folic acid.",4,"Having completed a course of these tablets, I can recommend them as an easy to take and well tolerated alternative to fridge-based products. I am female, so was interested in the fact that they are directed towards women.
I take a regular probiotic product that is fridge based, and I appreciated the fact that I didn't have to buy or store that for a month, I experienced no unwelcome symptoms during this period, and in my opinion it was genuinely as effective,
I'm not so wholly convinced that I needed the extra vitamin B6 or folic acid, I already have a diet that is rich in these, but for women wanting a supplement that covers several bases, this may well be a good idea.
I'm not sure as to whether I will continue to take these long-term, as they are expensive on a per-day cost, compared with my normal regime.
However if convenience outweighs cost for you, then yes, they are a good buy.",0,2017-09-23,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Bioglan Biotic Balance Healthy Digestion for Women,https://www.amazon.co.uk/Bioglan-Biotic-Balance-Healthy-Digestion/dp/B0106GMK78/ref=cm_cr_srp_d_product_top?ie=UTF8,0.2305559999999999,1.0,4.0,0.0,897,121,80,2017-09-23,74
4038,4038,https://www.amazon.co.uk/gp/review/R38KP1KRBQT63J/ref=pdp_new_read_full_review_link?ie=UTF8,"Review of 'Fat Dog Slim', Great choice for weight management for older pets too. Dogs loved this tummy-friendly product.",5,"Whilst Fat Dog Slim is designed for overweight pets, it's also a very good choice for anyone looking to manage the weight of their dog with a view to helping with joint problems or weight gain post-neutering, which can sometimes be an issue.
Visually, it is quite pinkish in colour for something with a high chicken content, but obviously it's not breast or thigh meat that makes it in to dog food.
Our elderly Springer female had this with a Barking Heads duck based kibble and her normal working dog kibble mixed in, and she absolutely loved it.
She and her younger Springer 'brother' only have wet food as a treat, but there were absolutely no digestive issues with this. What went in was appreciated greatly, and what came out was indicative of a system that was working well.
If there is a con, it is that this isn't the cheapest of foods, but with an 85% meat content it isn't surprising.
Another plus point is that the lids are ring-pull style. Great if you have dogs who just can't wait for their food (our younger Springer needs a puzzle bowl to slow him down). He appreciated the fact that his wet food treat arrived thirty seconds earlier than usual.
Recommended. Ours aren't fussy, but they absolutely loved it.",0,2017-09-23,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Barking Heads Wet Fat Dog Slim Dog Food Tins, Pack of 6",https://www.amazon.co.uk/Barking-Heads-Slim-Food-Tins/dp/B01IBM4UCW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.148578,1.0,5.0,0.0,1223,120,80,2017-09-23,74
4039,4039,https://www.amazon.co.uk/gp/review/R36SC7SZAHO20P/ref=pdp_new_read_full_review_link?ie=UTF8,"Light and pleasant to apply, genuinely does make a difference, and helps your foundation stay in place.",5,"This primer does exactly what you'd expect a 'primer' to do, it gives a surface for foundation to cling to, in the same way as paint primer gives a key for further coats of paint.
Any further comparisons with paint primer would do this an injustice, this is a really lovely product, lighter than most, that provides a surface for your foundation. I used it with a Bourjois foundation that is a current favourite, and was delighted at the result, I normally only look like that in a very flattering light. It genuinely does help to even the skin out.
As the weather becomes cooler, having foundation slip from your face in warm conditions, becomes less of an issue, but this gave me confidence that it would help everything to stay in place should we ever get a warm day again up here in the North of England.
It is quite a light formulation, I won't be using it everyday, but it's definitely one for when I want to look my best.",0,2017-09-20,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Max Factor Smooth Miracle Primer, 30 ml, Translucent",https://www.amazon.co.uk/Max-Factor-Smooth-Miracle-Translucent/dp/B01LXX51OD/ref=cm_cr_srp_d_product_top?ie=UTF8,0.259167,1.0,5.0,0.0,928,103,80,2017-09-20,74
4040,4040,https://www.amazon.co.uk/gp/review/R3VFF55B17LPBB/ref=pdp_new_read_full_review_link?ie=UTF8,"Creatine with a buzz, and cheaper than the off-the-shelf supermarket products. Pleasant flavour too. Recommended.",5,"The Watermelon version of this easily-mixed powder makes a slightly sharp, not-too-sweet pleasant tasting drink, that dissolves easily with minimal residue. There are two dosage levels, 15g of powder with 300ml of water gives you a max strength dose, 7.5g with 200ml of water gives a standard strength drink. A clearly marked scoop is provided, and it's easy to measure the correct amount.
This was tested by my adult son, who works out regularly, on full strength, after a couple of days to get his system used to it. He felt he probably could have gone straight on to the full strength, as he is a regular user of similar products.
I use energy drinks myself as a boost when cycling, which is the only safe exercise I can currently participate in. I tried it at the recommended half-dose before a ride, as I'm not a serious exercise freak. I definitely felt a buzz from the taurine and caffeine. This works out significantly cheaper than the best-selling energy drink, with the added bonus of creatine.
 This will prepare eight litres of drink at standard dose, and six litres at the full-strength dose for the same price as four litres of an energy drink that just has taurine and caffeine. I wouldn't have described the taste as watermelon, but more like cranberry. Anyway I liked it, so did my son,. It's not often that supplements come in cheaper than supermarket versions of something, but this one does.",0,2017-09-17,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,AC8 Xtreme | Watermelon | Pre Workout Supplement | Energy & Muscle | 20-40 Servings | 300 grams,https://www.amazon.co.uk/Xtreme-Watermelon-Workout-Supplement-Servings/dp/B071GJXT6N/ref=cm_cr_srp_d_product_top?ie=UTF8,0.200725,1.0,5.0,0.0,1411,113,80,2017-09-17,74
4041,4041,https://www.amazon.co.uk/gp/review/RK4L7HBAGCRFR/ref=pdp_new_read_full_review_link?ie=UTF8,"Good formulation for dry skin, elegant and novel pump design. Formulated to disguise redness but no SPF and just 30ml.",4,"This is an elegantly packaged product that trades heavily on novelty, the two test-tube type phials within the bottle each deliver a measured amount of product that is mixed as it comes through the nozzle in to a fairly light cream, The cream has a faint greenish tinge, suitable for disgusing redness.
I don't have particularly sensitive skin and have experienced absolutely no reaction with this. It's quite pleasant to use, although it didn't rub in quite as well as I expected from the consistency. It 'sat' on my skin a little. At first I thought this was because I was using a serum, but even without this the results were the same.
Even though I have quite mature skin, I suspect that my skin isn't quite dry enough for this. My skin did feel pampered, and there was no pilling or reaction when used with other products.
At just 30ml, this won't last long when put in to daily use. Less is more with this. I feel, and I will be alternating this with my usual products, which have an SPF. This doesn't, in common with many products for sensitive skin, and this is something that is important for me.
It is a beautiful product, but the lack of SPF and the fact that this is little more than a month's supply, if used daily, brings it down one star for me. I've also had experience with pumps of a similar design failing, and wasting product.
At this price, this is something you definitely don't want to happen.",0,2017-09-16,A. I. McCulloch,AGPH2MBTZSWKUGUZ57PAR2YBRSGQ,6,https://www.amazon.co.uk/gp/profile/amzn1.account.AGPH2MBTZSWKUGUZ57PAR2YBRSGQ/ref=cm_cr_srp_d_pdp?ie=UTF8,0,ELEMIS BIOTEC Skin Energizing Sensitive Day Cream - Skin Activating Day Cream 30ml,https://www.amazon.co.uk/ELEMIS-BIOTEC-Energizing-Sensitive-Cream/dp/B01HGSJTMS/ref=cm_cr_srp_d_product_top?ie=UTF8,0.11127,1.0,4.0,0.0,1416,118,80,2017-09-16,74
4042,4042,https://www.amazon.co.uk/gp/review/R1V5Z8R6E910A9/ref=pdp_new_read_full_review_link?ie=UTF8,Shit,1,S*** don't buy!,1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,AmazonBasics In-Ear Headphones - Premium - Black,https://www.amazon.co.uk/AmazonBasics-In-Ear-Headphones-Premium-Black/dp/B00L3KSQ8E/ref=cm_cr_srp_d_product_top?ie=UTF8,0.0,53.0,3.69811320754717,-2.69811320754717,15,4,17,2016-12-28,0
4043,4043,https://www.amazon.co.uk/gp/review/R2GHP1576EYFL7/ref=pdp_new_read_full_review_link?ie=UTF8,Brillient,5,Holds all of my school books and other stuff with room to spare. I'm glad I decided to go for this backpack.,1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,The North Face Borealis Men's Outdoor Backpack available in Black/TNF Black - One Size,https://www.amazon.co.uk/North-Face-Borealis-Backpack-available/dp/B00OS2NUT4/ref=cm_cr_srp_d_product_top?ie=UTF8,0.1875,1.0,5.0,0.0,108,9,17,2016-12-28,0
4044,4044,https://www.amazon.co.uk/gp/review/R1PV6CSFPOR45Q/ref=pdp_new_read_full_review_link?ie=UTF8,Great,5,"Works fine, works exactly how you expect them to.",1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Micro USB Cable, RAVPower 5-Pack in Assorted Lengths (1ft, 3ftx2, 6ft, 10ft) - Fast Charging USB Data Cable for Smartphones, Battery Pack and Tablets",https://www.amazon.co.uk/Micro-RAVPower-5-Pack-Assorted-Lengths-Black/dp/B00YAF14QK/ref=cm_cr_srp_d_product_top?ie=UTF8,0.333333,1.0,5.0,0.0,49,5,17,2016-12-28,0
4045,4045,https://www.amazon.co.uk/gp/review/RWJQP272GY3MY/ref=pdp_new_read_full_review_link?ie=UTF8,Excellent,5,"Brilliant mouse and keyboard.
The keyboard includes all of the media keys that I wanted and i haven't needed to change its battery's since I got it.
The mouse is noting special, it works fine and has forward and back buttons on the side.
Best of all is that it only requires a single Bluetooth receiver!",1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Anker CB310 Full-Size Ergonomic Wireless Keyboard and Mouse Combo for Desktop with Water-Resistant and whisper-quiet Keyboard Design,https://www.amazon.co.uk/Anker-Full-Size-Ergonomic-Water-Resistant-whisper-quiet-Black/dp/B00DTR1370/ref=cm_cr_srp_d_product_top?ie=UTF8,0.369218,1.0,5.0,0.0,303,9,17,2016-12-28,0
4046,4046,https://www.amazon.co.uk/gp/review/R2GZX0FWH48S1B/ref=pdp_new_read_full_review_link?ie=UTF8,Fine,4,Use this to light up my keyboard at night. Works fine.,1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"LEPOWER Reading Light / Clip on Light / Music Stand light / Reading Lamp and Portable Lights for E-Reader, Book & Bed Headboard (Single Arms)",https://www.amazon.co.uk/LEPOWER-Reading-Portable-Reader-Headboard/dp/B013JSN6H8/ref=cm_cr_srp_d_product_top?ie=UTF8,0.408333,1.0,4.0,0.0,54,4,17,2016-12-28,0
4047,4047,https://www.amazon.co.uk/gp/review/RJNROPQQNTQHI/ref=pdp_new_read_full_review_link?ie=UTF8,Great,5,Put my OS onto this drive and I could tell straight away just how fast it was.,1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Kingston SSDNow UV400 120 GB Solid State Drive 2.5 Inch SATA 3 StandAlone Drive,https://www.amazon.co.uk/Kingston-SSDNow-UV400-Solid-StandAlone/dp/B01FJ4UN76/ref=cm_cr_srp_d_product_top?ie=UTF8,0.2,1.0,5.0,0.0,78,5,17,2016-12-28,0
4048,4048,https://www.amazon.co.uk/gp/review/R2SO35SZ43G5CH/ref=pdp_new_read_full_review_link?ie=UTF8,Brill,5,Worked perfectly.,1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,,0,1.0,,,,17,5,17,2016-12-28,0
4049,4049,https://www.amazon.co.uk/gp/review/R2B3A8IGFY0J6G/ref=pdp_new_read_full_review_link?ie=UTF8,Ish,3,"Worked, but I think the ones I received are snide.",1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Apple Earphone with Microphone and Remote for iPhone - Non-Retail Packaging - White,https://www.amazon.co.uk/Apple-Earphone-Microphone-Remote-iPhone-White/dp/B00K7EQXIW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.0,2.0,4.0,-1.0,50,3,17,2016-12-28,0
4050,4050,https://www.amazon.co.uk/gp/review/R2E10YKMMATWWS/ref=pdp_new_read_full_review_link?ie=UTF8,Good,4,"Just an expensive pen, noting special!",1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Parker Jotter Black Chrome Trim Ballpoint Pen, Blister Pack",https://www.amazon.co.uk/Parker-Jotter-Chrome-Ballpoint-Blister/dp/B00C2OU3UO/ref=cm_cr_srp_d_product_top?ie=UTF8,-0.0267857,1.0,4.0,0.0,38,4,17,2016-12-28,0
4051,4051,https://www.amazon.co.uk/gp/review/R2KNH4FC3F3N7I/ref=pdp_new_read_full_review_link?ie=UTF8,Excellent,5,Exactly what I needed for my A levels!,1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,Casio FX-991ESPLUS Scientific Calculator,https://www.amazon.co.uk/Casio-CS13486-FX-991ESPLUS-Scientific-Calculator/dp/B0034BAQS8/ref=cm_cr_srp_d_product_top?ie=UTF8,0.3125,1.0,5.0,0.0,38,9,17,2016-12-28,0
4052,4052,https://www.amazon.co.uk/gp/review/R11OIALNLG5MPD/ref=pdp_new_read_full_review_link?ie=UTF8,Ok,3,"Didn't fit in my ears quite right (tried all of the different sizes)
Other that that, worked fine.",1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Bluetooth Headphones, Anker Wireless Headphones with Magnetic Earbuds, Secure Fit for Sport, Running, Gym with Built-in Mic, Noise Cancellation, and IPX4 Sweatproof",https://www.amazon.co.uk/Bluetooth-Headphones-Anker-Cancellation-Sweatproof/dp/B016KEO7M6/ref=cm_cr_srp_d_product_top?ie=UTF8,0.195476,2.0,2.0,1.0,98,2,17,2016-12-28,0
4053,4053,https://www.amazon.co.uk/gp/review/RCCQDEA9APD3F/ref=pdp_new_read_full_review_link?ie=UTF8,Superb,5,"Excellent as Parker pens only come with blue ink.
Quickly swapped them around and that was it.",1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Parker QuinkFlow Medium Tip Ball Pen Refill - Black, Blister Pack of 2",https://www.amazon.co.uk/Parker-QuinkFlow-Medium-Ball-Refill/dp/B006UJUXA2/ref=cm_cr_srp_d_product_top?ie=UTF8,0.333333,1.0,5.0,0.0,94,6,17,2016-12-28,0
4054,4054,https://www.amazon.co.uk/gp/review/R2NJEI844OAW9V/ref=pdp_new_read_full_review_link?ie=UTF8,Good,5,It does exactly what they said it would.,1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Charge It Apple Lightning to 30-Pin Adapter for iPhone 5/5S/5C/6/6S/6 Plus/6S Plus/SE, iPad 4th Generation/Air/Mini/Pro, iPod Nano 7th Generation and iPod Touch 5th Generation, Black",https://www.amazon.co.uk/Charge-Lightning-30-Pin-Adapter-Generation-Black/dp/B00G4E0ABK/ref=cm_cr_srp_d_product_top?ie=UTF8,0.25,1.0,5.0,0.0,40,4,17,2016-12-28,0
4055,4055,https://www.amazon.co.uk/gp/review/R2LA1R7ZZV28RA/ref=pdp_new_read_full_review_link?ie=UTF8,Brill,5,"Does exactly what I wanted it to do, charge and protect my phone!",1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,,0,0.3125,,,,65,5,17,2016-12-28,0
4056,4056,https://www.amazon.co.uk/gp/review/RX300F19BYWSL/ref=pdp_new_read_full_review_link?ie=UTF8,Ok,3,"Works fine, but plastic bit on rear doesn't fit perfectly and protrudes a little bit.",1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"iPhone SE Case, JETech Two-Layer Slim Protective iPhone SE Case Cover for Apple iPhone 5/5S/5SE (Black) - 3360",https://www.amazon.co.uk/iPhone-JETech-Two-Layer-Protective-Cover-Black/dp/B01D5NEPWW/ref=cm_cr_srp_d_product_top?ie=UTF8,0.407292,1.0,3.0,0.0,85,2,17,2016-12-28,0
4057,4057,https://www.amazon.co.uk/gp/review/RR90XPCPDNWR2/ref=pdp_new_read_full_review_link?ie=UTF8,"Brilliant, but...",4,"Packs quite a punch for its size and price. But, the buttons are hard to find if there is little light.",1,2016-12-28,Amazon Customer,AGMMCJHXLOXK2Z6HZW2E7MMZWT6A,1,https://www.amazon.co.uk/gp/profile/amzn1.account.AGMMCJHXLOXK2Z6HZW2E7MMZWT6A/ref=cm_cr_srp_d_pdp?ie=UTF8,0,"Willnorn SoundPlus Dual-Driver Portable Wireless Bluetooth Speaker with Big Subwoofer Enhanced Bass, 24 Hour Playtime, NFC, Outdoor Waterproof, Superior Clarity Sound for iPhone Samsung",https://www.amazon.co.uk/Willnorn-SoundPlus-Dual-Driver-Bluetooth-Waterproof/dp/B01H8JTXJO/ref=cm_cr_srp_d_product_top?ie=UTF8,-0.0263889,10.0,4.9,-0.9000000000000004,103,17,17,2016-12-28,0
