,USER_ID,PRODUCT_ID,RATING,DATE,LABEL,REVIEW_TEXT,AVERAGE_RATING,RATING_DEVIATION,TOTAL_PRODUCT_REVIEWS,REVIEW_LENGTH,RATING_CATEGORY,SINGLE_RATING_CATEGORY,REVIEW_COUNT_DATE,SAME_DATE_MULTIPLE_REVIEWS,MAX_USER_REVIEWS_DAY,TIMESTAMP_DIFFERENCE,AVERAGE_USER_REVIEW_LENGTH,TOTAL_USER_REVIEWS,PERCENTAGE_POSITIVE_REVIEWS,RATIO_POSITIVE_NEGATIVE
18025,1085,336,5,2008-09-24,1,"I went for brunch one weekend and started off with the ""i Suppli"" which was a risotto croquette filled with buffalo mozzarella, fave beans, squash with mint. Â This dish had a great texture however the risotto was a little lost in the cheese and the strong mint flavor. I then proceeded to 2 pasta dishes; the ""le Penne"" and ""le Pappardelle."" Â The penne was excellent bursting with flavor. Â The pappardelle was very good but not what I expected at an Italian restaurant. Â It was more like a Beef Stroganoff. Â  I finished the meal with ""la Torta"" which was a flourless chocolate torte served with a hazelnut gelato. Â The torte was nothing special however the gelato was fabulous. Great food combined with great service makes this place a true winner. Â I highly recommend it if you're in the mood for some ""innovative"" Italian food.",3.962962962962963,1.0370370370370372,243,836,1,1,1,0,1,955 days,465.11764705882354,17,100.0,12.5
91734,59918,257,4,2008-01-08,1,"Sunday brunch in Manhattan. Enough said. If you expect anything less than a line out front and a hurried, hectic wait-staff, wait three hours for lunch. However, if you are the brunching sort... Isabella's is a great spot. They may say 20-30 minute wait, but that is to run off those of you without the determination (tourists) ;) The front of house staff is always kind and efficient. Which is amazing considering the attitudes they must get from us custies. The food is usually spot-on and your first drink is included! Where else can you go for a meal for two with a drink for 35-40 dollars? Great breads and strawberry butter when they remember to bring it. The Benedict is a good standby and their omelets are not heavy... I am a fan!",3.66394779771615,0.33605220228385013,613,739,1,1,1,0,1,1048 days,1136.0,3,100.0,6.045977011494253
325891,27459,858,5,2006-03-06,1,"It's hard to know where to start as I love everything about this place! The risotto, regardless of which one you order is amaaaazing. In keeping, the panini's regardless of which one you order are equally amaaaazing. Â The food is right on par with that of little cafe's out of Italy itself and if you're a crazed addict of the San Benedetto line like I am--you will LOVE that this is one of the few places in the city to find the Italian iced tea (in both peach AND my all-time favorite lemon) to go alonside your meal. Â It's a great place to go and be nostalgic about Tuscan culture. Â It's small but it's cozy and the stafff is super-cute. Â Bring friends, squeeze up into a table and enjoy, enjoy, enjoy!",3.8677685950413223,1.1322314049586777,726,709,1,0,1,0,2,2922 days,1116.909090909091,11,90.9090909090909,5.660550458715596
230932,82915,604,4,2014-06-16,1,Score! Â Four large fried dumplings for only one dollar! This is a tiny hole-in-the-wall joint in Chinatown. Â My friend and I stopped by here for a quick breakfast to go and got 8 pork dumplings for an even $2. Â Four was enough to fill up my belly to start the day. The dumplings were huge and filled with pork and chives and the dough was a bit thick to my liking. Don't expect much service here. Â I had to repeatedly ask for soy sauce while the man completely ignored me to take the next persons order. Â  There were only two stools so there's not much room to dine in. Â  Cash only as are most places in Chinatown.,4.337145110410095,0.3371451104100949,2536,620,1,1,2,0,2,27 days,729.5,4,100.0,19.78688524590164
103263,49547,284,4,2013-02-25,1,"i've ordered delivery at least 3 times from BXL East and recently dined in the restaurant on a sunday afternoon. Â not only are the moules frites a great treat, but dessert was perfect without being over the top, and the waitresses are SO friendly! Â this is rare in nyc. Â they were attentive without being pushy and they seemed genuinely friendly. in addition to the moules frites, i've also tried the truffle mushroom and cheese croquettes, the croque monsieur sandwich, and the profiteroles. Â everything was very good. Â some highlights from each dish are as follows: truffle mushroom and cheese croquettes - for $12, we got 2 medium sized square patties that were lightly fried. Â the filling tasted more like cheese than mushroom, but that was fine by me because it's rare that a dish with ""truffle"" in its name actually tastes like truffle and in this case, i could taste the truffle! Â there was also a little side salad to make you feel a little less guilty about clogging your arteries with grease and cheese. croque monsieur sandwich - this was exactly as i had expected, but very greasy. profiteroles - amazing. Â so amazing that i have no regrets or shame for having ordered these first while we waited for the unlimited moules frites special to begin (4pm on a sunday btw.) Â they came served as 3 puff pastries with vanilla ice cream sandwiched in between each, chocolate sauce drizzled all over the plate and on top of the puff pastries, and slivers of almond amply covering the plate. Â did i say amazing? Â AMAZING. i can't wait to go back again and see how close i can get to the record of 7 pots of mussels. Â for those who like to sample many different flavors, you can even choose a different broth for each pot of mussels that you attempt to devour. so glad to have this neighborhood gem. Â i just hope they don't increase their prices because the area is already scarce in affordable, weeknight, and lazy weekend dining options.",3.8764940239043826,0.12350597609561742,251,1953,1,0,1,0,1,2324 days,919.9333333333333,15,80.0,16.928571428571427
342718,118112,901,4,2011-05-10,1,"This place has the best tapas I've had in NYC. We had a reservation for Friday night at 9 and were seated after a short 5 minute wait. The place was packed, which is always a good sign. We ordered a variety of tapas and non disappointed. The specials were very good and well explained. The fried artichoke salad was very good as well as the pan con tomate (tomato bread). The huevos rellenos (deviled eggs) were surprisingly good. I wasn't expecting the flavors to really stand out considering I grew up eating them. The only dish that I did not care for was the chicken liver mousse, but others at the table liked it. I just didn't have a taste for it. The variety of wine was very good and the wine lady (separate from the server) did a really good job explaining the wine and describing it's weight. I'm definitely a fan and will return!",4.017825311942959,0.017825311942958777,561,840,1,1,1,0,1,448 days,862.5,2,100.0,14.583333333333334
278805,136193,724,5,2015-01-03,-1,"Great atmosphere and food! I highly suggest the mussels. We shucked out the mussels and let it sit in the sauce, and it was amazing. Everything was beautiful and cooked perfectly. It's a perfect casual dining experience. We were also engaged here! See you next year for that awesome anniversary Landmarc!",3.7117516629711753,1.2882483370288247,451,304,1,1,1,0,1,0 days,304.0,1,100.0,6.046875
61137,28093,160,4,2014-08-07,1,"This is a cool pizza spot! Remember I said Pizza spot... Â Do not come in here.... thinking that the menu is large with Pasta dishes.... NO! This chilled out spot are for those who loves wine, cocktails with great pizza. The appetizers are pretty good too.... Again no calamari nor mozzarella sticks on the menu... Lol! I'm just saying.... you gotta know what you are getting into.... As an appetizer, we tried a tomato and cheese special that was good... but I should have tried the watermelon salad... that looked delish We shared a pie as we had other places/events to attend.... it was the meatball pie... it was thin crusted pizza.... my only complaint us that they could add more meat as it is the main topping.... a little stingy on the toppings. Other than that..... service was excellent. The vibe, Â atmosphere, Â people were nice and relaxed. Great place for drinks and good pizza.... if you are in the mood!",4.26797385620915,0.26797385620915026,459,919,1,1,2,0,2,949 days,906.0,13,100.0,18.125
134074,3411,386,5,2014-07-25,1,"Calling this place good is like calling sex, reproduction.",3.8412017167381975,1.1587982832618025,699,58,1,0,1,0,1,1514 days,216.5,8,75.0,7.127906976744186
142231,83336,412,5,2011-11-09,1,"Holy crap this place is delicious. Â I dropped in after having my brows done at Joey Healy's brow studio on East 70th. Â There was a bit of a line - it was midafternoon on a Wednesday. Â But the wait and cost were rewarded. Â  I got a box of 8. Â They were truly deliriously good. Â  The hype is for real. My favorite was the vanilla, the carmel, and lemon. Â Such amazing flavor and texture. Â And they were not overly sweet. Â The Rose Water was very odd, though - I do not recommend this unless you love Rose Water. Â It tasted a little like the molded soaps my grandmother kept on her sink.",4.3590483056957465,0.6409516943042535,1387,594,1,1,4,1,1,0 days,594.0,1,100.0,21.370967741935484
68242,22924,182,5,2014-07-06,1,"Very cozy place to have a small get to get together with a few friends. There were mini couches and soft sofas. The food was phenomenal, I enjoyed it very much. I will definitely recommend the Uni Croquette Â and the Washu-Beef Tartar. Those two were my favorite of the night. Salivating just writing about it now. The uni was fresh with a lovely croquette crunch. It was definitely a nice pairing. The Washu Beef Tartar reminded me of an nice italian slice of pizza. The beef was spread out like tomato sauce on top of a nicely baked flat bread. Â Super delicious. My 3rd runner up dish for recommendation is the Assorted Mushroom Risotto. I love mushroom but I was never a fan of risotto because of the thick creamy texture. This dish was a perfect balance of mushroom and it was slightly creamy, which wasn't too overwhelming. Â  I shared a couple more dishes with my friends but wasn't a fan of the watercress salad and the washu burger (sweet potato fries Â that came with the burger were good). The foie gras soba was pretty decent. The soba had a nice texture and foie gras was ok. This restaurant deserves a 5 stars because of a delicious first dining experience, Â and it got me wanting to return to try the rest of the menu! Tip: Search through the sanitation website for the phone number but you will also need a reference from a previous diner in order to obtain a reservation for this restaurant.",4.405063291139241,0.5949367088607591,395,1409,1,1,1,0,1,502 days,1038.7142857142858,7,100.0,27.214285714285715
107841,21204,922,4,2014-02-05,1,"Before coming to this place, I've only ever eaten soba served cold. In my mind, soba is supposed to be cold, and ramen is supposed to be warm. That is, until I went to soba-ya The duck soba served in warm soup is unlike anything I've ever eaten! The oil from the duck slices mixes very well with the clear and yet deeply flavorful soup base, while the soba, unlike ramen, does not absorb the soup, and so provides an interesting contrast to the taste of the duck. The atmosphere is pretty nice as well, with the theme very much feeling like a actual Japanese room. It's slightly more expensive than other noodle shops in the area, but not by much. There is usually a wait line outside too, but not too long. One of the few place I go back to again and again and again.",3.8325242718446604,0.16747572815533962,824,768,1,1,1,0,4,0 days,475.25,4,100.0,9.842105263157896
340884,120917,893,5,2014-10-19,1,"These people are very nice, seem like they love the neighborhood, their sandwiches are top notch, they cost abit more then other places, but it's worth it, tastes amazing, fresh always!",4.364754098360656,0.6352459016393439,244,185,1,1,1,0,1,34 days,267.6666666666667,3,100.0,29.5
186553,68934,523,5,2014-11-16,1,Exquisite! Â Everything we had here was amazing. Â I would highly recommend the scallops as well as the pork tacos. Â They also had a really nice cognac that we savored with dessert.,4.260869565217392,0.7391304347826084,414,182,1,0,1,0,1,258 days,472.5,2,50.0,18.714285714285715
326704,119133,859,4,2008-09-10,1,"I hesitated to do this review only because writing about it leaves me drooling and craving for more. Â  If there's one great culinary lesson I have learned from NYC, it is that there is so much more to Japanese food than sushi, udon, and tempura. Â  I first learned this lesson at awesome O-Taisho which I'm devoted to but a friend convinced me tonight to check out Y. Toto. Â It's on the second floor up a long flight of stairs but well worth the walk. Â Juicy kobee beef tongue, a skewer of cow hearts, skin ... that's right skin on a skewer (I don't know if it was chicken skin or the skin of their competition), awesome skirt steak ...mmm... Â Everything was deserving of the term ""delicacy."" Damn I want more! Even their soup and rice porridge with chicken and egg left me ecstatic. Â Off the hook, high quality, authentic Japanese food (and very cute waittresses) makes this Y. toto worth the price. Â My only complaint was that the portions are pretty small but I have the appetite of a race horse on steroids.",4.075138121546962,0.07513812154696176,905,1017,1,1,1,0,1,1213 days,1501.2,5,100.0,10.602564102564102
293197,16545,741,5,2013-06-06,-1,My favorite place for brunch. I love EVERYTHING.,3.73059653624118,1.2694034637588198,1559,48,1,1,3,1,3,32 days,339.0,4,100.0,7.077720207253886
108392,67805,922,5,2008-05-22,1,"I'm a huge fan of this place. I've been here at least 5 times. The lunch specials usually leave me so full that I'm ready to bust a gut. Everything is just so good here that I just can't stop eating everything. I've always ordered the hot noodles here since I'm not a fan of cold noodles. The agadashi tofu is heavenly, a nice slight crunch on the outside and soft in the inside. I've also ordered the rice bowls with tuna or salmon. They give you a good healthy portion of fish here. The one minor criticism I have is the seasoning of the rice. There's a bit too much rice vinegar in it. The service is good and I hear Japanese being spoken amongst the customers. I can only guess that's a good sign....",3.8325242718446604,1.1674757281553396,824,704,1,1,1,0,1,32 days,662.4,5,100.0,9.842105263157896
119643,73226,324,5,2010-12-16,1,"As we were walking out of Banh mi Zon with full stomachs and smiles, the friendly guy behind the counter said that we should write a review. This one's for you, buddy. As a banh mi lover, I have eaten a fair amount of these super tasty sandwiches in my day, and I gotta say that Banh mi Zon is right up there. Â Fresh, sweet, salty, tangy, and delicious. Â I can't necessarily say that it's better than Banh mi Saigon, which is also very good, but it is right up there. Â The Banh mi Zon version is also a little bit different, with shredded chicken on the basic sandwich instead of just pork, but it doesn't lose any of the flavour. Â One of our party, a banh mi rookie, had the version made with pork patties, and loved it so much that he finished the whole thing before he even realized it. It is kind of a hole in the wall, but very nice with a friendly vibe. Â If you're craving banh mi on the LES, Banh mi Zon should be your first choice.",4.227027027027027,0.7729729729729726,185,944,1,1,1,0,1,0 days,944.0,1,100.0,22.125
269314,133087,699,5,2010-07-11,1,"Now I see what all the fuss is about! Â I've been hearing for years how great Kefi is, but finally just got a chance to try it out this weekend. Â We had reservations for 2 at 8pm on Friday night, and were seated immediately when we arrived. Â There were tons of people waiting outside and by the bar area, so I'm not sure if they were there for drinks or waiting for a table, but I didn't have to wait at all. Â  The menu had tons of options, no matter what kind of food you're in the mood to eat. Â Everything on the appetizer menu sounded delicious, and next time I go I might just order a bunch of appetizers and skip the entree because what we ordered was fabulous! Â We had the meatballs and the calamari, and I'd definitely recommend both of them! Â The calamari comes with some kind of lemony yogurt sauce that was very unique compared to the marinara sauce that I'm used to seeing.",3.796708615682478,1.203291384317522,1033,890,1,1,1,0,1,0 days,890.0,1,100.0,6.885496183206107
100371,31645,277,5,2014-08-21,1,"This mamouns blows the Hoboken location out of the water as far as flavor. The lamb shawerma sandwich was so flavorful, and of course, the hot sauce was BOMB. It's a small location, so I took mine to go and went straight for Washington square park! My only qualm is, that they didn't have the delicious mango juice that the Hoboken location has.",4.258823529411765,0.7411764705882353,1870,345,1,1,2,0,1,6 days,934.5,2,100.0,14.203252032520325
100761,64183,277,5,2012-10-23,1,Are you kidding me!!! Wow...great food!!! And the price is great. Shawarma...yes please. Grab some baklava and and a Mabrumeh for dessert!,4.258823529411765,0.7411764705882353,1870,138,1,1,2,0,2,160 days,186.2,5,100.0,14.203252032520325
261280,12572,672,4,2010-09-16,1,I was here on a busy Sunday craving some good sweet breakfast food. I looked online at the menu so I already had my heart set on the brioche French toast. There was some sort of special going on so I was able to get this plus a coffee and juice for $12.50!,4.016344725111441,0.01634472511144125,1346,256,1,1,2,0,3,0 days,476.6666666666667,3,100.0,15.825
230116,33381,603,2,2011-02-16,1,"Checked it out on a weeknight based on the stellar yelp ratings and it was underwhelming at best. Â Had the broccoli rabe & egg, calamari & pork cassoulet; shared a dessert as well. Â It's the kind of place that lists all the dishes' ingredients, which makes them sound great on the menu, Â until you taste the actual dish, and realize that they were relying on the interesting ingredients at the expense of execution. Â You know? Service was fine. Â Ambiance is nothing special and even cramped. Â Dishes are tapas-style, so not expensive, but they are quite small. Â All in all a mediocre dining experience given its potential. Won't be back.",4.375085557837098,2.3750855578370977,1461,644,0,0,4,1,1,696 days,265.0833333333333,12,91.66666666666666,16.392857142857142
285642,138315,752,5,2013-12-09,-1,Best Soul Food I've ever had! Recommend to anyone wondering where you can still get tasty soul food in Harlem.,3.8709942481511916,1.1290057518488084,1217,110,1,1,1,0,1,0 days,110.0,1,100.0,6.60625
332616,114132,854,5,2014-01-08,1,"Was here with my family upon their urging me to give the place a try. Well my family was right the food was very good. It's like eating in a friend's mother's kitchen. The owner kept coming out of the kitchen to make sure we liked her cooking, we did. She was very hospitable as were her two sons who help her run the place. When we were finished eating the owner brought out dessert for our table, gratis, she said she did not want to throw it out as she was closing after we left. Did not want it to go to waste. We need to go back again to try more of their offerings. Went back and tried their Falafel, OUTSTANDING is all I can say. Her pickle medley inside the sandwich is what brought it over the top for me. Can't wait to go back. We have been back many times and Wafa's food never fails to disappoint. Her hummus, Babaganoush, are amazing. The meat, cheese and spinach pies should not be missed and are a great way to start your meal. If you live in the area you must give Wafa's a try. My Daughters review below is even more detailed...",4.348051948051948,0.651948051948052,385,1045,1,1,2,0,1,34 days,1273.0,3,100.0,13.25925925925926
338218,13596,890,3,2011-05-13,1,"Is the burger here delicious? Absolutely Would I say it's the best burger in NY? No way. Sorry, but my heart still belongs to Shake Shack ... or even Greasy Nicks up in Westchester. As a testimony, I'll say that I've lived by Corner Bistro for almost three years and have only stepped foot inside three times. The main reasons are: 1) Like I said the burger is definitely juicy and flavorful, but ultimately disappointing after all the hype that's been built up about it 2) Unlike Shake Shack, where I'd gladly spend an hour basking in the sun in Madison Square Park, I'm not as inclined to be compressed between crowds of men and women vying for a table in a dingy restaurant 3) The reason for said compression is that there is almost always a wait 4) In my experience the staff has never been very friendly. I mean c'mon. Why do they have to be? It's not like people will stop flocking to Corner Bistro because a waiter was curt. But for me personally, grouped will all my aforementioned qualms, I would prefer a more full dining experience then the one I've had at Corner Bistro. Of course, when it's 4 am on a weekend and I'm hungry, everything I've said goes totally out the window ... oh well",3.755813953488372,0.7558139534883721,1290,1198,1,1,3,1,1,1006 days,1400.1538461538462,13,100.0,6.5
248806,126244,654,5,2014-09-04,-1,"Simply amazing! Went in after reading about it in yelp. It's true, really really great fast food.",4.030939226519337,0.9690607734806633,905,97,1,1,2,0,1,7 days,103.5,2,100.0,20.046511627906977
160049,86777,454,4,2014-05-24,1,We came here on a Sunday afternoon for brunch and it was crowded. We waited about 30 minutes for a table. We had the mimosas and the blue fin avocado rolls to start. The tuna and avocado were good but they serve it to you on a piece of bread. That was a little disappointing. For my meal I had the macaroni trio. It was absolutely amazing!!!,3.515755329008341,0.484244670991659,2158,341,1,1,3,1,3,0 days,241.66666666666666,3,100.0,4.395
335010,52138,685,5,2014-07-06,1,"Imma be real honest. My obsession with Umami Burger has become a problem in my life. Anytime the topic of burgers comes up, the U that lies above the perfectly melted in-house cheeses comes to mind. The medium rare beef can, on occasion, still be mooing, but I don't care - I love it. My most recent endeavor involved a couple of menu items that I hadn't tried. This is a rarity for me. I know what I like and I stick with what I like. Side note, before I begin gushing about the food - our waiter was absolutely delightful. I don't think I've ever had a server here that was rude or seem disinterested, which I think is a pretty good track record. OKAY. Onward to the menu items! My food partner in crime and I went with the Allagash White, because Maine beer is always a good choice, we shared ""Manly"" fries, and we each ordered ""The Royale."" Here's what I learned from this experience: 1) Ordering fries with bacon on them is always a good idea. ALWAYS. 2) I didn't think the Truffle Burger could get better... BUT THEN THEY PUT SHORT RIB ON IT AND IT MAKES ME WANT TO CRY THINKING ABOUT IT. 3) If my royale suddenly became a human, I would marry it instantly. No questions asked. I always worry that I oversell Umami... but then again, I have yet to be disappointed.",3.9098039215686273,1.0901960784313727,1020,1270,1,1,1,0,2,74 days,870.6,5,100.0,9.0
357223,38311,916,5,2014-11-11,1,"Amazing. Absolutely delicious. Fantastic location and great staff members. We met the manager, Lance, who was the nicest man and he made several fantastic recommendations. We had two appetizers and two entrees and each dish was mouth watering, and they are not shy with their alcohol. My bf had two drinks and is currently content and fast asleep. We live right across the street and will definitely be coming back to enjoy their happy hour. I can't wait to bring my friends here! Great addition to the neighborhood!",4.114638447971782,0.8853615520282183,567,516,1,0,1,0,1,1349 days,436.14285714285717,7,85.71428571428571,6.662162162162162
316990,5962,837,3,2013-07-09,1,"If you're in the area, great neighborhood place to meet up with friends for a casual dinner without breaking the bank. Really that sums it up: decent food and wine with friendly service. However it's not a place to go out of your way for.",4.094627105052125,1.0946271050521252,1247,238,1,0,2,0,1,1300 days,609.4444444444445,18,83.33333333333334,15.626666666666667
156332,89248,448,5,2014-02-19,1,"I""m big on customers service, and this has to be 1 place where I always feel welcome. As soon as I walk through the door I'm greeted with a smile. The food here...amazing! Drinks...spectacular! Dessert....off the charts! I recommend going for brunch and trying the Tofu Scramble (and make sure you take advantage of their happy hour lunch specials offered from 11 a.m. to 5 p.m. on the weekend). Best thing about Bogota is they accommodate small reservations (I typically only reserve a table for myself, and a friend). Please be sure to try Bogota very soon. Trust me, you will not be disappointed!",4.114790286975717,0.8852097130242829,1359,599,1,1,3,1,1,0 days,599.0,1,100.0,11.820754716981131
35768,28531,91,5,2015-01-06,1,"Its been like 15 years since I've been to NYC, and Pommes Frites. Â The city is still awesome and so are this fry joint !!! Â The fries are amazing, you really don't need any of the sauces but they work too, I had that blue cheese sauce on the side and it went well with them.",4.157591287636131,0.842408712363869,3122,276,1,1,2,0,1,7 days,713.5,2,100.0,18.271604938271604
233452,29399,607,5,2010-11-30,1,"My second French breakfast in Brooklyn. I have passed Traditions every single time going to Bedford Avenue and only this past Saturday did I make my first trip inside. Once we entered, we were greeted with a little skinny French man yelling, ""BONJOOOOOUUUUUURRRRRR!"" Literally, every single person walking in will get a longer bonjour than the last. My first impression was how small it was with how many tables they cram into the dining room. Taking a look at the menu, I knew instantly what I wanted this time, the next time, and the time after. The list of crepes is huge and it should be, since they are so easy to make. Since I was familiar with the croque madame, I ordered it again while my girlfriend ordered a crepe with figs, goat cheese, rosemary, and caramelized onions. Both dishes were absolutely delicious, but I have to admit, I wish I got more than one bite of that crepe across the table. Before eating, I also ordered the Hot Apple Cider, which at $2.75 was a pleasant surprise I wasn't expecting walking inside. The final bill came to a little less than $25, which isn't too terrible for breakfast, but also isn't a steal. I definitely will be coming back to Pates et Traditions with my accent and beret sooner than that guy can say Bonjour again. PS! I also want to come here for dinner. It looks like a beautiful place to enjoy a dinner with someone special. From driving by, they dimmed the lights beautifully and the menu can only be just as delicious.",4.420677361853833,0.5793226381461674,561,1476,1,0,1,0,2,1529 days,1406.5555555555557,27,88.88888888888889,20.576923076923077
215992,59227,563,5,2012-02-26,1,"Great home style Cuban cuisine! Half cuban myself, this place was dangeroulsy authentic and had the ""Cuban feel"". The place even got me sentimental, with all the pictures hung up on the walls. It reminded me of my grandmother who died nearly five years ago, and her familiar Cubaness. The best part was when the well-respected now elderly owner walked in and shook everyone's hand eating. His cuban accent, oh my god, you don't find that in New York City. It felt good to hear it, reminding me of my family in the Miami Suburbs. Â Now, for those who are completely unfamiliar with Cuban cuisine and culture, go and try this place! If you've never tried Cuban food, or even if you have and wasn't feelin' it, I highly reccommend this place. Let me say its not that far out there, so for picky eaters, you won't be having escargot or frog legs in Thai chili sauce. The flavors are all familiar, and dishes consist of rice, meat, and beans. Atmosphere is chill, and service is great. Only thing though, the bread isn't really Cuban bread, haha, its Italian lol, but since its pretty impossible to find pan cubano over in the city, its totally acceptable. And hey, bread is bread! Equally delicious and crispy. And conyo! Excuse the language, but their Vaca Frita is amazing, a shredded beef dish in an onion based sauce, similar to the classic ropa vieja but its not in a tomato based sauce. For pork lovers, they have numerous amount of tender juicy pork options. A non-pork eater, I can not say how it says, but everytime my dad orders it, it looks fantastically fresh and juicy. And the flan, my Tita orders it every time she comes up from Miami, and I think its what she looks forward to every time. Certainly a 5 star restaurant, won't find anything else like it in New York City.",4.384976525821596,0.615023474178404,426,1782,1,1,2,0,1,211 days,1139.6666666666667,6,100.0,18.363636363636363
10312,10183,33,5,2012-01-28,1,"So impressed! From the food, to the crowd, to the entire atmosphere. Ah-ma-zing! If you're bored with food and ready to taste new flavors, you have to come here. Reservations have to be made 31 days in advance from the date you want to go. Wish we had arrived a bit earlier to browse through ABC Carpet & Home but it closed at 7pm. Note for the Ladies....wear your biggest best heels! I went on a Saturday night and the ladies are dressed to impress.",4.176404494382022,0.8235955056179778,1780,450,1,0,1,0,2,735 days,579.2857142857143,7,85.71428571428571,14.478260869565217
37084,15074,91,5,2011-08-28,1,"I love this place! Â First off, the guy who works there gave me two free samples before I could decide out of their like 14 flavors(ok, maybe I'm exaggerating). Â They cook their fries, what do I mean cook, I mean deep fry their fries in a wok at high temperatures. Â You can smell the greasiness from outside their shop. Â I love the creative condiments that they have listed. Â I mean Rosemary Garlic mayo!!! Â Oh yes! Â This is to-die-for! Â I have to say French Fries are a vice of mine, but I must have them! Â They have two different sizes, I believe: small and large. Â I haven't been in a while almost three years, but hey that doesn't stop me from yelping them. Â I also got a poutine for the road, and if you're on a diet--do not (I repeat! Â Do Not) get them. Â They are rich, creamy, heart-attack clogging deliciously unregrettable until your doctor tells you your diagnosis good. Â I would say that this place is pretty popular among the college crowd, but that should not deter you. Â It's yummy and that's why you should try it! Â =) Â There is limited seating.",4.157591287636131,0.842408712363869,3122,1076,1,1,3,1,3,1618 days,1080.891304347826,46,100.0,18.271604938271604
27484,9391,73,5,2014-10-18,1,"Fun and delicious place to drink margaritas and have fine Mexican food. Good service and relaxed, casual atmosphere. I'd recommend the guacamole and cod.",4.2518518518518515,0.7481481481481485,135,153,1,1,2,0,2,0 days,412.5,2,100.0,18.285714285714285
354978,159719,909,5,2013-07-01,1,"This place is by far my favorite restaurant! I have nothing bad to say about it except sometimes the wait can be a little long which is to be expected for such a fantastic place! I never tried Thai food before, but Room Service was a great first time. The calamari is a MUST! The people there are very friendly and the decor is beautiful! It's kind of tight seating and not great for really big parties but it's perfect for a date night or a catch up session with friends! The drinks are great as well!",3.7377746279234585,1.2622253720765415,1411,502,1,1,2,0,1,0 days,502.0,1,100.0,7.017045454545454
24784,20738,72,5,2014-11-09,1,"Totto Ramen is a dinner AND show! I absolutely love this place, it's the best ramen place I have tried thus far. The wait: I got there at 5:30 for their dinner service and the wait was already 45 min- 1 hr! Totto ramen faithfuls are ON it. So be early! The inside sits maybe 20 people at a time or less. The food: the most popular dishes are the spicy ramen (11.25) and the mega ramen (15.5) with a choice of either pork or chicken. Go with the PORK. it is so good. it's soft and moist and ... I'll just stop there. If you like eating spicy things but not TOO spicy, don't be afraid to go with the spicy ramen. Add ons- things like the seasoned boiled egg, avocado, bamboo shoot (comes in a bag unfortunately) etc etc... Â All very good. The broth- my favorite part of the whole dish. The broth is thicker than most ramen making it feel like a more heartier dish and Â It's flavored with garlic paste, among other things. giving it that come-hither smell and umami taste. Also, a shoutout to the very courteous staff. How they keep calm in the mob of people is amazing! Will definitely be returning. **CASH ONLY!",3.965988662887629,1.034011337112371,2999,1112,1,1,5,1,1,144 days,868.5,2,100.0,9.166101694915254
292403,49530,765,3,2014-09-28,1,"Was ONCE a great, amazing brunch spot, but now it's only mediocre. Â Bloody Mary's are just OK but are quite expensive @ $10. Â Food is good but not what it used to be. Â Hope they get back to the quality and goodness they had once.",3.8903061224489797,0.8903061224489797,392,232,1,0,1,0,2,0 days,414.5,2,50.0,5.030769230769231
242578,55450,289,5,2012-08-11,1,"I don't have falafel very often, but this place definitely tops everywhere else I've eaten. I've heard that Taim has the best falafel in NYC, and just from my one visit, I am inclined to believe it. I had the basic sandwich with green falafel, and it was within my hands in just a few minutes. The sandwich was delicious and surprisingly filling. I can't wait to come back and try the other menu options!",4.431972789115647,0.5680272108843534,1176,404,1,1,1,0,1,424 days,342.875,8,100.0,26.348837209302324
21717,5629,63,5,2012-07-20,1,"I've come here two weekends in a row and I am about to go back this weekend -- that's how much I love this place! Â It's now my favorite brunch place and I can't stop talking about it. Â In fact, before discovering this gem, I hated brunch. Â I found it puzzling that people would wait hours to get seated, just for a meal of eggs, which I could easily make in my own home. However! Â The eggs benedicts here are amazing! Â They have a delightful variety -- the benedict jane and johnny. Â Johnny is my favorite, though jane is not bad. Â The chicken sausage in the johnny is so good! Â The jane is ok though I am not a big fan of sea-food flavors in my breakfast. Â The french toast is also amazing, as everyone else has raved.. plus the servings here are quite generous. Â Finally, the best part is that I don't even have to wait hours! Â For once, a brunch place that takes reservations -- amazing!",3.9371807967313583,1.0628192032686417,1958,901,1,0,1,0,1,1861 days,813.4444444444445,27,92.5925925925926,12.50344827586207
51830,38391,120,5,2011-05-23,1,"Top quality across the board. Â Amazing service and mouth watering dishes, especially the appetizers. The feel is very classic and there isn't any theme or special feel, just really good food combined with really good service.",4.473897617840851,0.5261023821591486,1973,226,1,1,2,0,1,0 days,226.0,1,100.0,24.960526315789473
46112,34698,107,5,2014-10-29,1,Came here with a group of 10 or so friends on a Friday night. Â The food was great - I got the Blackened Brick Amish Free Range Chicken and shared the Kale and Artichoke Fondue. Â Both were delicious. Â We ordered several bottles of wine and the bill was still very reasonable. Â I will be going back.,3.9133574007220218,1.0866425992779782,277,301,1,1,1,0,1,0 days,301.0,1,100.0,7.935483870967742
