,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,RATING,VERIFIED_PURCHASE,REVIEW_TITLE,REVIEW_TEXT,NUM_NOUNS,NUM_VERBS,NUM_ADJECTIVES,NUM_ADVERBS,REVIEW_LENGTH,SENTIMENT_SCORE,TITLE_LENGTH,AVERAGE_RATING,RATING_DEVIATION,NUM_REVIEWS,READABILITY_FRE,SENTIMENT_CATEGORY_ENCODED,RATING_CATEGORY_ENCODED,COHERENT_ENCODED,AVG_WORD_LENGTH,LABEL_ENCODED,NUM_NAMED_ENTITIES,CAPITAL_CHAR_COUNT,PUNCTUATION_COUNT,PREPROCESSED_REVIEW_TEXT,WORD_COUNT,SENTIMENT_SCORE_TITLE,SENTIMENT_LABEL_TITLE,AVG_RATING_VERIFIED,AVG_RATING_NON_VERIFIED,DEVIATION_VERIFIED,DEVIATION_NON_VERIFIED
11818,11818,11818,11818,11818,5,0,Suck It Up!,titatnium interest metal choic come straw compani choose -PRON- one -PRON- solid straw will not break like plastic dispos one straw angel right easi drink straw get lose cup have fight lid will not slip hte cup completelybr br one thing straw suck do not bend in like dispos straw dishwash safe toss utensil get clean sanit feel green do not throw away straw anymorebr br thi pretti solid straw do not abl break come pack 4 brush clean help insid -PRON- titanium dishwash safe clean breez,27,40,15,16,838,0.8548,11,5.0,0.0,1,8.55,1,1,1,4.620689655172414,1,4,12,6,titatnium interest metal choic come straw compani choo -pron- -pron- solid straw break like plastic dispo straw angel right easi drink straw lose cup fight lid slip hte cup completelybr br thing straw suck bend like dispo straw dishwash safe toss utensil clean sanit feel green throw away straw anymorebr br thi pretti solid straw abl break come pack 4 brush clean help insid -pron- titanium dishwash safe clean breez,87,-0.4926,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11819,11819,11819,11819,11819,5,1,I love these cute bracelets so much that I bought 3,love cute bracelet buy 3 daughter sissi love,3,3,3,2,118,0.9081,51,4.5,0.5,2,88.74,1,1,1,4.625,1,1,0,0,love cute bracelet buy 3 daughter sissi love,8,0.802,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11820,11820,11820,11820,11820,5,1,Works well,work advertis hold camera flat screen somewhat adjust work thin tv,5,5,4,4,127,0.0,10,5.0,0.0,1,68.77,0,1,0,5.090909090909091,1,0,0,0,work adverti hold camera flat screen somewhat adjust work thin tv,11,0.2732,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11821,11821,11821,11821,11821,4,0,(3.5 STARS) Too Long But Ultimately Rewarding Experience,way kathryn bigelow zero dark thirti ambiti movi probabl ambiti previou the hurt locker new thriller deal recent event death alqaeda leader osama bin ladenbr br for or most potenti viewer zero dark thirti expect look dramat actionpack factbas thriller find bigelow slowpac narr style frustrat detail go on sequenc absorb 157film film feel long unevenbr br jessica chastain play maya film protagonist know about determin track osama bin laden chastain strong act effect show chang charact undergo cour investig reason determin obsess explainedbr br some review compar semidocumentari approach zero dark thirti zodiac david fincher film 2007 both audienc know film go expect process reveal truth concis clear possibl charact identifi with film give detail account event mat look real feel drawnoutbr br though prefer access approach faster narr charact stori find zero dark thirti reward experi admit patient time tri follow narr thread,53,47,27,20,1631,0.765,56,4.0,0.0,1,-75.71,1,1,1,5.448275862068965,1,12,0,0,way kathryn bigelow zero dark thirti ambiti movi probabl ambiti previou hurt locker new thriller deal recent event death alqaeda leader osama bin ladenbr br potenti viewer zero dark thirti expect look dramat actionpack factba thriller find bigelow slowpac narr style frustrat detail sequenc absorb 157film film feel long unevenbr br jessica chastain play maya film protagonist know determin track osama bin laden chastain strong act effect chang charact undergo cour investig reason determin obsess explainedbr br review compar semidocumentari approach zero dark thirti zodiac david fincher film 2007 audienc know film expect process reveal truth conci clear possibl charact identifi film detail account event mat look real feel drawnoutbr br prefer access approach fast narr charact stori find zero dark thirti reward experi admit patient time tri follow narr thread,145,0.6808,1,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
11822,11822,11822,11822,11822,3,1,"inexepensive, a bit rough around the edges",buy acoust bass pickup eq work fairli well edg fret bit rough use smooth out inton leav desir heck expect low price bit fret buzz certain place issu overal fun play break bank standbi casual use acoust bass use live perform simpli profession level instrument look foot wet decent starter bass problem inexpen gig bag type case cost nearli pay bass,28,31,21,14,717,0.6705,42,3.0,0.0,1,26.48,1,1,1,4.704918032786885,1,0,0,0,buy acoust bass pickup eq work fairli edg fret bit rough use smooth inton leav desir heck expect low price bit fret buzz certain place issu over fun play break bank standbi casual use acoust bass use live perform simpli profess level instrument look foot wet decent starter bass problem inexpen gig bag type case cost nearli pay bass,61,0.0,0,4.243802359377671,3.9822618791657707,1.2438023593776713,0.9822618791657707
11823,11823,11823,11823,11823,5,1,Super Cute,paitr cow boy boot love these rich look comfi order size 75 lil room wear sock great buy brown want black well,8,9,6,4,214,0.936,10,5.0,0.0,2,91.45,1,1,1,4.045454545454546,1,1,0,0,paitr cow boy boot love rich look comfi order size 75 lil room wear sock great buy brown want black,22,0.7845,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11824,11824,11824,11824,11824,4,1,Great for the price,3 box price great buy like store save money too great gift too,6,3,2,3,116,0.9501,19,4.0,0.0,1,100.58,1,1,1,3.8461538461538463,1,1,0,0,3 box price great buy like store save money great gift,13,0.6249,1,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
11825,11825,11825,11825,11825,5,1,MORALITY PLAY !!!!,life random rhyme reason good load bad luck immor reward ad humor film plu plot murder woodi allen keeper,8,7,3,2,204,0.3612,18,5.0,0.0,1,69.11,1,1,1,4.578947368421052,1,1,0,0,life random rhyme reason good load bad luck immor reward ad humor film plu plot murder woodi allen keeper,19,0.6487,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11826,11826,11826,11826,11826,3,0,Pretty good if not great,time probabl shocker explor territori see film lesbian relationship world sportsbr br the weak point hemingway great actress fact movi drag longer need to otherwis nice shoot good core stori,15,13,7,6,394,0.4588,24,3.0,0.0,1,49.49,1,1,1,5.366666666666666,1,0,0,0,time probabl shocker explor territori film lesbian relationship world sportsbr br weak point hemingway great actress fact movi drag long need otherwi nice shoot good core stori,30,0.4226,1,4.243802359377671,3.9822618791657707,1.2438023593776713,0.9822618791657707
11827,11827,11827,11827,11827,5,0,From mixer to mincer,interest make sausag now mean need meat grinder tempt big metal handcrank grinder look cool final decid function form get food grinder attach kitchenaid asinb00004sgfq sausag stuffer know grinder hitandmiss lot peopl research good use -PRON- follow advic chill meat grinder use cut meat small servic chunk readi go happi report hit hitandmiss grinder sausag stuffer work fine great time make sausag grant be not entir smooth take practic experi meat grinder onc fast run mixer pressur exert plung meat grind steadi sausag case press hard go fast meat tendenc squish side slight residu famou food safe grea grinder finish tini do not meat wonder chill actual grinder help problem way wash easili would not recommend kitchenaid food grinder heavyduti mincemak commercialgrad product pound go long time like want add new menu item come kitchen work fine,62,75,32,22,1737,0.9551,20,4.5,0.5,2,-42.21,1,1,1,5.211678832116788,1,4,4,2,interest sausag mean need meat grinder tempt big metal handcrank grinder look cool final decid function form food grinder attach kitchenaid asinb00004sgfq sausag stuffer know grinder hitandmiss lot peopl research good use -pron- follow advic chill meat grinder use cut meat small servic chunk readi happi report hit hitandmiss grinder sausag stuffer work fine great time sausag grant entir smooth practic experi meat grinder onc fast run mixer pressur exert plung meat grind steadi sausag case press hard fast meat tendenc squish slight residu famou food safe grea grinder finish tini meat wonder chill actual grinder help problem way wash easili recommend kitchenaid food grinder heavyduti mincemak commercialgrad product pound long time like want add new menu item come kitchen work fine,137,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11828,11828,11828,11828,11828,4,0,Fits my needs and budget,need mixer home studio ne start out fact channel compress nice mic preamp cover need now complaint wish output amp xlr balanc 14 instead instrument cabl 14 feel like choose good mixer behreng macki souncraft yamaha 99 usd,16,15,10,2,418,0.8271,24,4.0,0.0,1,49.83,1,1,1,4.842105263157895,1,4,0,0,need mixer home studio ne start fact channel compress nice mic preamp cover need complaint wish output amp xlr balanc 14 instead instrument cabl 14 feel like choo good mixer behreng macki souncraft yamaha 99 usd,38,0.0,0,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
11829,11829,11829,11829,11829,5,0,Future of Lighting,-PRON- be process replac light bulb hous lead low power consumpt substanti longer life compact fluoresc bulb hold origin luman rate long cflsbr br the color bulb soft white soft yellow daylight color make like appeal would not want bath daylight white color inten remind offic build light soft white calm opinion daylight work kitchen garag outdoor floodlight,27,18,23,11,647,0.3565,18,5.0,0.0,1,29.53,1,1,1,5.206896551724138,1,1,4,2,-pron- process replac light bulb hou lead low power consumpt substanti long life compact fluoresc bulb hold origin luman rate long cflsbr br color bulb soft white soft yellow daylight color like appeal want bath daylight white color inten remind offic build light soft white calm opinion daylight work kitchen garag outdoor floodlight,58,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11830,11830,11830,11830,11830,4,0,Practical and Inspirational,joanna barsh 30 year veteran mckinsey take reader journey self pace extrem insight exerci arriv good place leadership self awar easi read challeng book barsh begin focus element center center cross path 34center prayer34 year ago revolv self awar still connect ground barsh crosswalk medit practic activ implement 34center leadership34br br the book begin use introduct center leadership introduct compon center leadership facetsbr br frame self awar paus adaptabilitybr connect trust relationship network commun sponsorshipsbr engag presenc ownership take risk actionbr energ energi balanc recoveri sustain practicesbr mean happi core strength purposebr br barsh walk reader element accompani seri self reflect team exerci design awaken develop facet end hope reader improv leadership impact selffulfil resiliencebr br ultim book use tool self awar self develop provid enlighten leadership techniqu barth embrac approach lead care understand perhap 34center34 maximum effect worthwhil read exerci think provok use,73,42,21,11,1761,0.9493,27,4.0,0.0,1,-100.07,1,1,1,6.048611111111111,1,10,0,0,joanna barsh 30 year veteran mckinsey reader journey self pace extrem insight exerci arriv good place leadership self awar easi read challeng book barsh begin focu element center center cross path 34center prayer34 year ago revolv self awar connect ground barsh crosswalk medit practic activ implement 34center leadership34br br book begin use introduct center leadership introduct compon center leadership facetsbr br frame self awar pau adaptabilitybr connect trust relationship network commun sponsorshipsbr engag presenc ownership risk actionbr energ energi balanc recoveri sustain practicesbr mean happi core strength purposebr br barsh walk reader element accompani seri self reflect team exerci design awaken develop facet end hope reader improv leadership impact selffulfil resiliencebr br ultim book use tool self awar self develop provid enlighten leadership techniqu barth embrac approach lead care understand perhap 34center34 maximum effect worthwhil read exerci think provok use,144,0.5106,1,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
11831,11831,11831,11831,11831,4,0,Graphic Novels and Comic Books Even an Adult Might Love,robin wildsmith look comic book graphic novel believ appropri preschool 8th grade book recommend includ cover art page comic reader consid seri graphic novel win award note topic educ natur list rare websit expand basic life lesson head up list issu concern parent like call violenc potti humor exampl what next suggest comic book graphic novel touch theme use genrebr br i pleasantli surpris wide ring genr qualiti artistri includ guid ring great surpris comic book graphic novel appropri age ring exampl -PRON- boyfriend monster seri 9 grade 68 push girl think date earlier early age likewi bone shocker page -PRON- have consid high school adult graphic novel housebr br regardless robin wildsmith inform inform decis buy child child know can not worth buy give new comic book graphic novel come year definit borrow librari check pop local comic book shop buy child life,67,49,47,14,1700,0.9823,55,4.0,0.0,1,-66.23,1,1,1,5.0625,1,8,8,4,robin wildsmith look comic book graphic novel believ appropri preschool 8th grade book recommend includ cover art page comic reader consid seri graphic novel win award note topic educ natur list rare websit expand basic life lesson head list issu concern parent like violenc potti humor exampl suggest comic book graphic novel touch theme use genrebr br pleasantli surpri wide ring genr qualiti artistri includ guid ring great surpri comic book graphic novel appropri age ring exampl -pron- boyfriend monster seri 9 grade 68 push girl think date early earli age likewi bone shocker page -pron- consid high school adult graphic novel housebr br regardless robin wildsmith inform inform deci buy child child know worth buy new comic book graphic novel come year definit borrow librari check pop local comic book shop buy child life,144,0.6369,1,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
11832,11832,11832,11832,11832,3,1,cute for meals,look final decid purcha -PRON- honest -PRON- cute person look onlin fun do not know purchas again,2,13,3,7,202,0.8625,14,3.0,0.0,1,71.14,1,1,1,4.764705882352941,1,0,8,4,look final decid purcha -pron- honest -pron- cute person look onlin fun know purcha,17,0.4588,1,4.243802359377671,3.9822618791657707,1.2438023593776713,0.9822618791657707
11833,11833,11833,11833,11833,5,1,"Binoculars, lunch and a couple of beers.",scout not hunt light bag hop polari watch whitetail come field littl small capac expect great addit larg filson collect filson,7,6,7,4,259,0.6249,40,5.0,0.0,1,67.08,1,1,1,5.047619047619048,1,0,0,0,scout hunt light bag hop polari watch whitetail come field littl small capac expect great addit larg filson collect filson,21,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11834,11834,11834,11834,11834,4,0,"Lightweight, nice quality, small",pack cube lightweight soft floppi floppi would not expect protect cloth wrinkl suitcas lightweight great organ casual cloth gear tri reduc luggag weightbr br i look pack accessori upcom horseback trip luggag weight restrict pack softsid duffel unchart pack cube perfect organ stuff duffel will not dump duffel find clean sock pack cube lightweight smooth mesh vent nice let content air tent overnight unpack everythingbr br -PRON- tight stitch dual direct zipper small expect though large fit tshirt small bare large phone inch deep,34,47,29,13,1107,0.9325,32,4.0,0.0,1,3.14,1,1,1,5.345238095238095,1,1,4,2,pack cube lightweight soft floppi floppi expect protect cloth wrinkl suitca lightweight great organ casual cloth gear tri reduc luggag weightbr br look pack accessori upcom horseback trip luggag weight restrict pack softsid duffel unchart pack cube perfect organ stuff duffel dump duffel find clean sock pack cube lightweight smooth mesh vent nice let content air tent overnight unpack everythingbr br -pron- tight stitch dual direct zipper small expect larg fit tshirt small bare larg phone inch deep,84,0.4215,1,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
11835,11835,11835,11835,11835,5,0,Loved this movie,like tyre movi -PRON- have see in think -PRON- great actor do not like play bad guy -PRON- likeabl do not know expect movi hook soon sit down -PRON- movi walk away from cri right spot laugh right spot great movi great action drama act,11,23,10,8,391,0.9709,16,5.0,0.0,1,68.1,1,1,1,4.222222222222222,1,1,16,8,like tyre movi -pron- think -pron- great actor like play bad guy -pron- likeabl know expect movi hook soon sit -pron- movi walk away cri right spot laugh right spot great movi great action drama act,45,0.5994,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11836,11836,11836,11836,11836,5,1,"Batteries are generally equal to each other, but this package is great for future use.,",love packag batteri come cardboard cellophan packag walmart here nice case later thingsbr br batteri batteri alkalin batteri gener close alkalin batteri do not need worri brand buybr br so case decis price packag,21,16,10,5,480,0.7906,87,5.0,0.0,1,36.97,1,1,1,5.264705882352941,1,5,0,0,love packag batteri come cardboard cellophan packag walmart nice case later thingsbr br batteri batteri alkalin batteri gener close alkalin batteri need worri brand buybr br case deci price packag,34,0.7684,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11837,11837,11837,11837,11837,5,1,Fun Practical Gift,item buy son give bridal shower fun gift humor intend gift practic use well reason price great custom servic accompani product,10,9,6,3,229,0.9468,18,5.0,0.0,1,58.62,1,1,1,5.047619047619048,1,0,0,0,item buy son bridal shower fun gift humor intend gift practic use reason price great custom servic accompani product,21,0.7351,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11838,11838,11838,11838,11838,5,1,Look like good product,purchas pro gold pro link chain lube new bike good brand do not know hope so accord review decis,6,9,6,3,183,0.1265,22,5.0,0.0,1,86.03,0,1,0,4.105263157894737,1,0,0,0,purcha pro gold pro link chain lube new bike good brand know hope accord review deci,19,0.6597,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11839,11839,11839,11839,11839,4,0,Bright and very useful,find headlight use product problem bright lamp longev red light actual lead bulb white light inten set flash bright white light set bright bright enough lower bright set use illumin local area home repair come flash green follow light a small green lead locat batteri pack use follow wear headlampbr br pro br · lamp adjust direct ahead beam beam tilt light ground immedi ahead repair work direct beam correct locationbr · unit come lithium batteriesbr · red light use dark adapt hunt anim sensit red lightbr · low inten white light increas batteri life flash bright light set increas batteri life give maximum brightnessbr · unit flash green follow light locat batteri pack use light group peopl walk trailbr br con br · batteri pack locat headband bulki prevent wear unit hardhat use hardhat slip offbr · use headlight lead peopl trail find follow light batteri waster unfortun switch turn featur off manufactur state follow lamp draw littl power littl lamp sit unus workshop month time open batteri pack remov batteri break circuit order turn lamp usewhen replac batteri follow light turn off be howev way turn follow light headlamp usebr br all all headlamp use hous need local hand free light finish headlamp use approach describ turn follow lamp find annoy afraid constantli have open close batteri pack lead eventu failur closur clasp onoff switch follow lamp rate product 5star instead 4,112,99,49,39,2645,0.9337,22,4.0,0.0,1,-142.02,1,1,1,4.965811965811966,1,4,0,0,find headlight use product problem bright lamp longev red light actual lead bulb white light inten set flash bright white light set bright bright lower bright set use illumin local area home repair come flash green follow light small green lead locat batteri pack use follow wear headlampbr br pro br · lamp adjust direct ahead beam beam tilt light ground immedi ahead repair work direct beam correct locationbr · unit come lithium batteriesbr · red light use dark adapt hunt anim sensit red lightbr · low inten white light increa batteri life flash bright light set increa batteri life maximum brightnessbr · unit flash green follow light locat batteri pack use light group peopl walk trailbr br con br · batteri pack locat headband bulki prevent wear unit hardhat use hardhat slip offbr · use headlight lead peopl trail find follow light batteri waster unfortun switch turn featur manufactur state follow lamp draw littl power littl lamp sit unu workshop month time open batteri pack remov batteri break circuit order turn lamp usewhen replac batteri follow light turn howev way turn follow light headlamp usebr br headlamp use hou need local hand free light finish headlamp use approach describ turn follow lamp find annoy afraid constantli open close batteri pack lead eventu failur closur clasp onoff switch follow lamp rate product 5star instead 4,234,0.7264,1,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
11840,11840,11840,11840,11840,5,1,POWAHHH!,bad boy joke feel like chainsaw sometim trigger mechan annoy -PRON- safeti use cut pretti throw large trunk cut seagrap problembr br -PRON- bite heavi hold high trunk right size catch tooth snap bit plenti power work great though,16,24,8,8,474,-0.2023,8,5.0,0.0,1,57.27,0,1,0,4.897435897435898,1,1,8,4,bad boy joke feel like chainsaw sometim trigger mechan annoy -pron- safeti use cut pretti throw larg trunk cut seagrap problembr br -pron- bite heavi hold high trunk right size catch tooth snap bit plenti power work great,39,0.0,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11841,11841,11841,11841,11841,4,1,The installation was easy which was running wires under and around the house,instal easi run wire hous understand menu manual difficult thought pictur sharp identifi face come ring camera far incid requir search disk system hook internet,13,18,5,5,371,-0.3612,76,4.0,0.0,1,46.1,0,1,0,5.44,1,0,0,0,instal easi run wire hou understand menu manual difficult thought pictur sharp identifi face come re camera far incid requir search disk system hook internet,25,0.4404,1,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
11842,11842,11842,11842,11842,4,1,Got this as an x-mas gift.,get famili member lg 4234 tv worri would not hook differ brand includ optic cabl work movi sound better know tv stand sound bar block remot signal receiv set,15,15,7,3,350,0.0,26,4.0,0.0,1,67.42,0,1,0,4.448275862068965,1,1,0,0,famili member lg 4234 tv worri hook differ brand includ optic cabl work movi sound well know tv stand sound bar block remot signal receiv set,29,0.4404,1,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
11843,11843,11843,11843,11843,5,0,I am serious. And don't call me Shirley,airplan comedi movi comedi movi movi like monti python holi grail shaun dead young frankensteinbr br and honestli deserv august compani funniest movi ever constant barrag gag run joke spoof parodi movi saturday night fever one stoop pretend dramat weight simpli buri hilar sure -PRON- will enjoy thisbr br desper win exgirlfriend elain juli hagerti pilot t striker robert hay follow outgo plane -PRON- actual postwar trauma plane lead breakup board plane nun hare krishna ill child jive guy prove love herbr br but tell stori romanc increasingli suicid passeng real crisi aris food poison fish flight go bad caus passeng flight crew horribl ill t chanc land plane safe guidanc increasingli errat peopl ground advic kindli help doctor lesli nielsonbr br airplan bombard joke crude joke boob pop cultur refer kareem abduljabbar word pun do not shirley parodi movi charact overli liter random gag captain oveur suffer food poison symptom run gag milk long look like pick wrong week stopbr br in word -PRON- pack joke nearli explod flow natur ridicul gag next like vast patchwork quilt hilar fit director jim abraham david zucker jerri zucker let humor slackth sentiment moment movi handl parodi win zipper mortal peril theyr play laughsbr br exampl flight crew get sick elain activ autopilot big inflat fauxpilot later deflat blow suggest waybr br and act spoton everybodi play role exagger serious -PRON- hay lethal bore tale life nielson provid uplift encourag wrong time small role handl deadli hammi seriousnessbr br other highlight includ peter grave notsosecretli gay pilot joey like movi gladiat kareem abduljabbar roger murdock kareem abduljabbar hagerti babyvo elain robert stack grizzl macho insan rex kramerbr br a mere descript plot joke can not suffici describ airplan great comedi movi time insan uproari funni,113,70,61,42,3110,-0.8294,39,5.0,0.0,1,-217.47,0,1,0,5.2184300341296925,1,23,16,8,airplan comedi movi comedi movi movi like monti python holi grail shaun dead young frankensteinbr br honestli deserv august compani funniest movi constant barrag gag run joke spoof parodi movi saturday night fever stoop pretend dramat weight simpli buri hilar sure -pron- enjoy thisbr br desper win exgirlfriend elain juli hagerti pilot t striker robert hay follow outgo plane -pron- actual postwar trauma plane lead breakup board plane nun hare krishna ill child jive guy prove love herbr br tell stori romanc increasingli suicid passeng real crisi ari food poison fish flight bad cau passeng flight crew horribl ill t chanc land plane safe guidanc increasingli errat peopl ground advic kindli help doctor lesli nielsonbr br airplan bombard joke crude joke boob pop cultur refer kareem abduljabbar word pun shirley parodi movi charact overli liter random gag captain oveur suffer food poison symptom run gag milk long look like pick wrong week stopbr br word -pron- pack joke nearli explod flow natur ridicul gag like vast patchwork quilt hilar fit director jim abraham david zucker jerri zucker let humor slackth sentiment moment movi handl parodi win zipper mortal peril theyr play laughsbr br exampl flight crew sick elain activ autopilot big inflat fauxpilot later deflat blow suggest waybr br act spoton everybodi play role exagg -pron- hay lethal bore tale life nielson provid uplift encourag wrong time small role handl deadli hammi seriousnessbr br highlight includ peter grave notsosecretli gay pilot joey like movi gladiat kareem abduljabbar roger murdock kareem abduljabbar hagerti babyvo elain robert stack grizzl macho insan rex kramerbr br mere descript plot joke suffici describ airplan great comedi movi time insan uproari funni,293,-0.0772,0,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11844,11844,11844,11844,11844,5,1,Great Item,daughter love use granddaught mind recomm safe use glass tabl great restaur,8,5,4,1,157,0.9042,10,5.0,0.0,2,93.14,1,1,1,5.333333333333333,1,0,0,0,daughter love use granddaught mind recomm safe use glass tabl great restaur,12,0.6249,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11845,11845,11845,11845,11845,5,1,Excellent,work expect color match issu do not forget shower head end -PRON-,5,6,0,2,103,0.1695,9,5.0,0.0,1,76.22,0,1,0,4.5,1,1,4,2,work expect color match issu forget shower head end -pron-,12,0.5719,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11846,11846,11846,11846,11846,3,0,"Kittens like it, older cats ignore it",kitten like 3 month old 3 month mark lose interest -PRON- old cat will not play all buy help entertain kitten,7,9,4,6,220,0.6969,37,3.0,0.0,1,75.54,1,1,1,4.238095238095238,1,2,4,2,kitten like 3 month old 3 month mark lose interest -pron- old cat play buy help entertain kitten,21,0.0,0,4.243802359377671,3.9822618791657707,1.2438023593776713,0.9822618791657707
11847,11847,11847,11847,11847,5,1,Great concealer,happi product tri appli bare miner conceal brush find sit skin crea look graini be not happi -PRON- inspir strike mix dab eye cream moistur appli cream work perfectli cover smoothli crea look graini work great eye bridg nose blemish could not happier -PRON-,16,18,6,9,489,0.2081,15,5.0,0.0,1,43.74,1,1,1,4.863636363636363,1,0,8,4,happi product tri appli bare miner conceal brush find sit skin crea look graini happi -pron- inspir strike mix dab eye cream moistur appli cream work perfectli cover smoothli crea look graini work great eye bridg nose blemish happy -pron-,44,0.6249,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11848,11848,11848,11848,11848,2,1,Color bleeds off,buy wife ipod touch finger wet sweati color bleed finger,5,5,5,0,114,0.0,16,2.0,0.0,1,86.71,0,0,1,4.7,1,0,0,0,buy wife ipod touch finger wet sweati color bleed finger,10,0.0,0,4.243802359377671,3.9822618791657707,2.2438023593776713,1.9822618791657707
11849,11849,11849,11849,11849,5,0,"Great for stapling up to 45 sheets together, or for jobs requiring rapid and repetitive stapling",need stapl lot page togeth manual stapler do not normal good job need stapl fortyf page often simpli process requir rapid repetit stapl benefit product like swinglin electr stapler speed pro 45 sheet black s7042141br br thi stapler suction cup steadi work -PRON- remov easili surfac wish unit easytoaccess push button stapler eject stapl tray simpli set new stick stapl -PRON- push place easy load manual stapler workbr br onc stapler load plug in readi go slide page stapl platform stapler rest workbr br the devic come box stapl box 1000 standard swinglin stapl work small stapl job second box contain 500 high capac stapl handl 2545 sheet link purcha large quantiti stapl come devic standard stapl work want tto buy high capac stapl large document staplebr asinb00t6jsxfk swinglin stapl speed pro high capac 38inch leg length 210 strip 5000 box s7035465br asinb003wp3vuq swinglin sf1 standard stapl 5000 boxbr br i highli recommend stapler need electr stapler,60,48,28,20,1659,0.8884,96,5.0,0.0,1,-79.43,1,1,1,5.13375796178344,1,13,8,4,need stapl lot page togeth manual stapler normal good job need stapl fortyf page simpli process requir rapid repetit stapl benefit product like swinglin electr stapler speed pro 45 sheet black s7042141br br thi stapler suction cup steadi work -pron- remov easili surfac wish unit easytoaccess push button stapler eject stapl tray simpli set new stick stapl -pron- push place easi load manual stapler workbr br onc stapler load plug readi slide page stapl platform stapler rest workbr br devic come box stapl box 1000 standard swinglin stapl work small stapl job second box contain 500 high capac stapl handl 2545 sheet link purcha larg quantiti stapl come devic standard stapl work want tto buy high capac stapl larg document staplebr asinb00t6jsxfk swinglin stapl speed pro high capac 38inch leg length 210 strip 5000 box s7035465br asinb003wp3vuq swinglin sf1 standard stapl 5000 boxbr br highli recommend stapler need electr stapler,157,0.4767,1,4.243802359377671,3.9822618791657707,0.7561976406223287,1.0177381208342293
11850,11850,11850,11850,11850,4,1,An excellent addition to our kitchen!,purchas year ago wife plea trash can read review peopl issu sensor imagin frustrat send sympathiesther wor technolog fail -PRON- happi report trash work nicelybr br prosbr attract brush finishbr automat lid activationbr fill trash bag nicelybr vent allow easy bag removalbr button keep lid openbr includ accessori hold bag firmli topbr reason pricedbr br consbr power adapt sell separatelybr eat batteri daili usebr deodor featur worthlessbr br -PRON- littl disappoint fact trash burn batteri quickli power adapt necessari purchas luckili match voltagecurr requir dodg bullet pay though worth mention follow advic previou review keep sensor clean point obsess a quick wipe time throw away paper towel some sensor work nice -PRON- particularli handi hand potato peel etcbr br the design trash allow bag fill 90 capac vent bottom bag easili remov can use plastic rim holder thing come trash help great job keep bag lipbr br as mention have problem sensor honestli report issu end thi definit recommend trash -PRON- nice have leav trash open work kitchen ad bonu clean fact touch trash kitchen hand great buy,87,78,36,29,2133,0.981,37,4.0,0.0,1,-100.74,1,1,1,5.213483146067416,1,8,16,8,purcha year ago wife plea trash read review peopl issu sensor imagin frustrat send sympathiesth wor technolog fail -pron- happi report trash work nicelybr br prosbr attract brush finishbr automat lid activationbr fill trash bag nicelybr vent allow easi bag removalbr button lid openbr includ accessori hold bag firmli topbr reason pricedbr br consbr power adapt sell separatelybr eat batteri daili usebr deodor featur worthlessbr br -pron- littl disappoint fact trash burn batteri quickli power adapt necessari purcha luckili match voltagecurr requir dodg bullet pay worth mention follow advic previou review sensor clean point obsess quick wipe time throw away paper towel sensor work nice -pron- particularli handi hand potato peel etcbr br design trash allow bag fill 90 capac vent bag easili remov use plastic rim holder thing come trash help great job bag lipbr br mention problem sensor honestli report issu end thi definit recommend trash -pron- nice leav trash open work kitchen ad bonu clean fact touch trash kitchen hand great buy,178,0.6114,1,4.243802359377671,3.9822618791657707,0.24380235937767125,0.01773812083422932
